Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Number of patrons,x coordinate,y coordinate,Location
2018,66,109952,109952,7-9 Waratah Place,Melbourne (CBD),Manchuria,80,144.96699,-37.81162,"(-37.81162489, 144.9669903)"
2018,35,105919,105919,267 Little Collins Street,Melbourne (CBD),Polepole Bar,100,144.96560,-37.81484,"(-37.81483564, 144.9656017)"
2018,25,101789,101789,252-254 Flinders Lane,Melbourne (CBD),Hell's Kitchen,55,144.96560,-37.81660,"(-37.81660364, 144.9655965)"
2018,55,109284,109284,191-205 Swanston Street,Melbourne (CBD),Black Opal,200,144.96500,-37.81310,"(-37.8130993, 144.9650002)"
2018,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Mesa Verde,175,144.96527,-37.81199,"(-37.81199286, 144.9652667)"
2018,64,104659,104659,67-73 Hardware Lane,Melbourne (CBD),The Mill,119,144.96091,-37.81323,"(-37.81323464, 144.9609079)"
2018,23,106436,106436,54-60 Market Street,Melbourne (CBD),Oak & Vine Bar,370,144.96083,-37.81778,"(-37.81777731, 144.9608316)"
2018,35,558610,558610,256 Collins Street,Melbourne (CBD),The Butterfly Club,190,144.96529,-37.81553,"(-37.8155253, 144.9652908)"
2018,66,105694,105694,233-237 Lonsdale Street,Melbourne (CBD),Mezcalito Agave Bar,100,144.96555,-37.81158,"(-37.81158023, 144.9655479)"
2018,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Diesel Bar,375,144.96276,-37.81090,"(-37.81090175, 144.9627564)"
2018,56,101206,101206,188 Bourke Street,Melbourne (CBD),Heros Rooftop Bar,302,144.96761,-37.81270,"(-37.81269743, 144.9676139)"
2018,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Strike Bowling,370,144.96570,-37.81068,"(-37.81067862, 144.9657001)"
2018,35,105919,105919,267 Little Collins Street,Melbourne (CBD),Bar Americano,10,144.96560,-37.81484,"(-37.81483564, 144.9656017)"
2018,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Father's Office,370,144.96570,-37.81068,"(-37.81067862, 144.9657001)"
2018,46,108537,108537,131-141 Russell Street,Melbourne (CBD),QT Melbourne,885,144.96783,-37.81343,"(-37.81342913, 144.9678271)"
2018,64,105700,105700,359-363 Lonsdale Street,Melbourne (CBD),Whitehart,200,144.96188,-37.81275,"(-37.81275037, 144.9618757)"
2018,66,109390,109390,264-266 Swanston Street,Melbourne (CBD),Goldilocks,60,144.96515,-37.81181,"(-37.81181062, 144.9651473)"
2018,36,102152,102152,162-168 Collins Street,Melbourne (CBD),The George on Collins,620,144.96785,-37.81450,"(-37.81450314, 144.9678477)"
2018,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Melbourne Central Lion Hotel,550,144.96276,-37.81090,"(-37.81090175, 144.9627564)"
2018,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Strike Melbourne Central,760,144.96276,-37.81090,"(-37.81090175, 144.9627564)"
2018,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),B. Lucky & Sons,300,144.96276,-37.81090,"(-37.81090175, 144.9627564)"
2018,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hoyts,300,144.96276,-37.81090,"(-37.81090175, 144.9627564)"
2018,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Cookie,300,144.96527,-37.81199,"(-37.81199286, 144.9652667)"
2018,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),Penny Blue,85,144.96313,-37.81293,"(-37.81292516, 144.9631275)"
2018,66,105695,105695,239 Lonsdale Street,Melbourne (CBD),Ferdydurke,100,144.96538,-37.81159,"(-37.81159495, 144.9653779)"
2018,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Idarts Hive,100,144.96570,-37.81068,"(-37.81067862, 144.9657001)"
2018,6,578327,573333,2 Swanston Street,Melbourne (CBD),Zinc at Federation Square,1000,144.97052,-37.81778,"(-37.81777783, 144.9705233)"
2018,54,109954,109954,15-19 Warburton Lane,Melbourne (CBD),Murmur,50,144.96185,-37.81381,"(-37.81381257, 144.9618461)"
2018,45,105960,105960,318-322 Little Collins Street,Melbourne (CBD),New Guernica,380,144.96401,-37.81488,"(-37.81488401, 144.9640096)"
2018,24,103174,103174,55-57 Elizabeth Street,Melbourne (CBD),Fiftyfive,88,144.96413,-37.81697,"(-37.81697239, 144.9641298)"
2018,14,103165,103165,1-5 Elizabeth Street,Melbourne (CBD),Dreams Gentlemen's Club,160,144.96461,-37.81806,"(-37.81805663, 144.964608)"
2018,6,578321,573333,2 Swanston Street,Melbourne (CBD),Beer De Luxe,1000,144.97052,-37.81778,"(-37.81777783, 144.9705233)"
2018,55,101194,101194,314-336 Bourke Street,Melbourne (CBD),Mural Hall,900,144.96383,-37.81345,"(-37.8134506, 144.9638271)"
2018,14,104003,104003,2-8 Queen Street,Melbourne (CBD),Candela Nuevo,300,144.96271,-37.81859,"(-37.81858764, 144.9627099)"
2018,16,103938,103938,187 Flinders Lane,Melbourne (CBD),Mon Bijou,180,144.96838,-37.81636,"(-37.81635747, 144.9683752)"
2018,14,103946,103946,313-315 Flinders Lane,Melbourne (CBD),Randy Dragon,100,144.96385,-37.81764,"(-37.81763876, 144.9638509)"
2018,35,109271,109271,125-133 Swanston Street,Melbourne (CBD),Max Watt's,800,144.96580,-37.81472,"(-37.81472249, 144.9658025)"
2018,46,105964,105964,188-194 Little Collins Street,Melbourne (CBD),Gin Palace,150,144.96758,-37.81391,"(-37.81390784, 144.9675812)"
2018,46,101133,101133,209-215 Bourke Street,Melbourne (CBD),Treasure Star,150,144.96730,-37.81328,"(-37.81328013, 144.9673002)"
2018,84,103207,103207,315-321 Elizabeth Street,Melbourne (CBD),The Meeting Place,250,144.96147,-37.81125,"(-37.81124948, 144.961472)"
2018,64,515538,515538,4-6 Goldie Place,Melbourne (CBD),Paris Cat Jazz Club,120,144.96083,-37.81352,"(-37.81351797, 144.9608287)"
2018,54,104653,104653,21-25 Hardware Lane,Melbourne (CBD),Campari House,326,144.96131,-37.81409,"(-37.81409145, 144.9613142)"
2018,46,111394,111394,16-30 Russell Place,Melbourne (CBD),Bar Ampere,60,144.96744,-37.81357,"(-37.81356949, 144.9674365)"
2018,64,104659,104659,67-73 Hardware Lane,Melbourne (CBD),Charlie's Bar,143,144.96091,-37.81323,"(-37.81323464, 144.9609079)"
2018,12,105401,105401,14-20 King Street,Melbourne (CBD),Tramp Bar,200,144.95771,-37.81978,"(-37.81977597, 144.9577144)"
2018,74,106019,106019,399-401 Little Lonsdale Street,Melbourne (CBD),Novotel/Ibis Melbourne Central,786,144.96014,-37.81204,"(-37.81204345, 144.9601361)"
2018,63,105867,105867,428-432 Little Bourke Street,Melbourne (CBD),DANSK Restaurant,100,144.95973,-37.81392,"(-37.81392027, 144.9597266)"
2018,43,108068,108068,111-129 Queen Street,Melbourne (CBD),Karstens At CQ,170,144.96063,-37.81581,"(-37.81581229, 144.9606335)"
2018,43,108068,108068,111-129 Queen Street,Melbourne (CBD),Blue Diamond,200,144.96063,-37.81581,"(-37.81581229, 144.9606335)"
2018,33,108064,108064,85-91 Queen Street,Melbourne (CBD),Melbourne Black Rabbit,230,144.96102,-37.81650,"(-37.81649726, 144.9610212)"
2018,43,108068,108068,111-129 Queen Street,Melbourne (CBD),CQ Bar,100,144.96063,-37.81581,"(-37.81581229, 144.9606335)"
2018,66,635138,635138,13 Heffernan Lane,Melbourne (CBD),Union Electric,100,144.96659,-37.81180,"(-37.81180175, 144.9665913)"
2018,16,108532,108532,27-37 Russell Street,Melbourne (CBD),Whiskey Den,40,144.96925,-37.81599,"(-37.8159874, 144.9692477)"
2018,16,104020,104020,150-162 Flinders Street,Melbourne (CBD),Forum Theatre Bar,1500,144.96939,-37.81649,"(-37.81648561, 144.9693865)"
2018,12,105401,105401,14-20 King Street,Melbourne (CBD),Spearmint Rhino Gentlemen's Club,660,144.95771,-37.81978,"(-37.81977597, 144.9577144)"
2018,43,105954,105954,422-428 Little Collins Street,Melbourne (CBD),Little Red Pocket,200,144.96033,-37.81591,"(-37.81590777, 144.9603263)"
2018,74,106017,106017,391-393 Little Lonsdale Street,Melbourne (CBD),La La Land,175,144.96034,-37.81187,"(-37.81187419, 144.9603413)"
2018,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Party World,500,144.96276,-37.81090,"(-37.81090175, 144.9627564)"
2018,85,109302,109302,281-287 Swanston Street,Melbourne (CBD),Bornga,40,144.96436,-37.81143,"(-37.81143183, 144.9643593)"
2018,85,109302,109302,281-287 Swanston Street,Melbourne (CBD),Mui Karaoke,243,144.96436,-37.81143,"(-37.81143183, 144.9643593)"
2018,85,102596,102596,22 Drewery Place,Melbourne (CBD),Sister Bella,80,144.96382,-37.81135,"(-37.81134911, 144.9638167)"
2018,6,578324,573333,2 Swanston Street,Melbourne (CBD),Transport Hotel,600,144.97052,-37.81778,"(-37.81777783, 144.9705233)"
2018,6,578324,573333,2 Swanston Street,Melbourne (CBD),Transit Rooftop Bar,200,144.97052,-37.81778,"(-37.81777783, 144.9705233)"
2018,55,109284,109284,191-205 Swanston Street,Melbourne (CBD),Cocoon Bar,200,144.96500,-37.81310,"(-37.8130993, 144.9650002)"
2018,14,103172,103172,31-39 Elizabeth Street,Melbourne (CBD),The Joint Bar,329,144.96433,-37.81742,"(-37.81742176, 144.9643313)"
2018,66,105694,105694,233-237 Lonsdale Street,Melbourne (CBD),The Emerald Peacock,300,144.96555,-37.81158,"(-37.81158023, 144.9655479)"
2018,84,106037,106037,324-328 Little Lonsdale Street,Melbourne (CBD),Alchemist's Refuge,60,144.95994,-37.81167,"(-37.81167474, 144.9599405)"
2018,74,106018,106018,395-397 Little Lonsdale Street,Melbourne (CBD),Horse Bazaar,158,144.96025,-37.81190,"(-37.81190062, 144.96025)"
2018,12,104824,104824,11A Highlander Lane,Melbourne (CBD),Highlander Bar,202,144.95797,-37.81970,"(-37.81970318, 144.9579702)"
2018,46,109413,109413,146 Swanston Street,Melbourne (CBD),Cabinet Bar,90,144.96621,-37.81418,"(-37.81417663, 144.9662054)"
2018,55,101193,101193,338-352 Bourke Street,Melbourne (CBD),Alto Event Space,400,144.96329,-37.81360,"(-37.81360405, 144.9632886)"
2018,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),Beneath Driver Lane,118,144.96313,-37.81293,"(-37.81292516, 144.9631275)"
2018,66,109436,109436,27-29 Tattersalls Lane,Melbourne (CBD),Section 8 Bar,100,144.96539,-37.81176,"(-37.81176162, 144.965392)"
2018,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),The Toff In Town,342,144.96527,-37.81199,"(-37.81199286, 144.9652667)"
2018,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Rooftop Cinema & Bar,200,144.96527,-37.81199,"(-37.81199286, 144.9652667)"
2018,14,103950,103950,335-339 Flinders Lane,Melbourne (CBD),Bartronica,200,144.96323,-37.81785,"(-37.81784797, 144.9632259)"
2018,15,103944,103944,277-279 Flinders Lane,Melbourne (CBD),The Mill House Bar,400,144.96530,-37.81724,"(-37.81724244, 144.9652976)"
2018,66,108547,108547,199-203 Russell Street,Melbourne (CBD),Exford Hotel,300,144.96734,-37.81179,"(-37.81179188, 144.9673409)"
2018,66,105878,105878,242-244 Little Bourke Street,Melbourne (CBD),Shanghai Club,209,144.96559,-37.81214,"(-37.81214275, 144.9655866)"
2018,66,105691,105691,209-211 Lonsdale Street,Melbourne (CBD),Boilermaker House,180,144.96626,-37.81143,"(-37.81143334, 144.9662603)"
2018,56,101207,101207,184-186 Bourke Street,Melbourne (CBD),Stars KTV and Lounge,204,144.96769,-37.81268,"(-37.81267583, 144.967689)"
2018,35,102141,102141,280-292 Collins Street,Melbourne (CBD),The Charles Dickens Tavern,450,144.96437,-37.81553,"(-37.8155277, 144.9643732)"
2018,14,101099,101099,16-26 Bond Street,Melbourne (CBD),Bond Bar,500,144.96306,-37.81815,"(-37.81814586, 144.963058)"
2018,46,101130,101130,193-199 Bourke Street,Melbourne (CBD),The Carlton Hotel,366,144.96765,-37.81320,"(-37.81320476, 144.9676457)"
2018,15,109257,109257,1-7 Swanston Street,Melbourne (CBD),Young & Jacksons,470,144.96702,-37.81736,"(-37.81735593, 144.967023)"
2018,65,109292,109292,243-249 Swanston Street,Melbourne (CBD),The Lounge,212,144.96474,-37.81230,"(-37.81230096, 144.9647364)"
2018,64,105870,105870,380-384 Little Bourke Street,Melbourne (CBD),Kirk's Public Bar,98,144.96133,-37.81354,"(-37.81354352, 144.9613286)"
2018,64,105704,105704,377-381 Lonsdale Street,Melbourne (CBD),Trapt Bar & Escape Rooms,331,144.96145,-37.81292,"(-37.81292478, 144.9614545)"
2018,85,109304,109304,301-303 Swanston Street,Melbourne (CBD),Cheek,98,144.96419,-37.81108,"(-37.81107779, 144.964194)"
2018,85,102597,102597,2-20 Drewery Place,Melbourne (CBD),Baroq House,303,144.96397,-37.81130,"(-37.81130312, 144.96397)"
2018,46,105963,105963,196-212 Little Collins Street,Melbourne (CBD),Hana,50,144.96715,-37.81382,"(-37.81382403, 144.967153)"
2018,46,108536,108536,115-127 Russell Street,Melbourne (CBD),Portland Hotel,414,144.96820,-37.81367,"(-37.81367331, 144.9681998)"
2018,16,103938,103938,187 Flinders Lane,Melbourne (CBD),The Adelphi Hotel,80,144.96838,-37.81636,"(-37.81635747, 144.9683752)"
2018,74,104662,104662,106-112 Hardware Street,Melbourne (CBD),Mjolner Melbourne,200,144.96068,-37.81214,"(-37.81213636, 144.9606803)"
2018,48,101116,101116,79-85 Bourke Street,Melbourne (CBD),Good Heavens,400,144.97104,-37.81218,"(-37.81217966, 144.9710397)"
2018,58,101238,101238,2-8 Bourke Street,Melbourne (CBD),Imperial Hotel,894,144.97268,-37.81120,"(-37.8112006, 144.9726756)"
2018,58,105828,105828,19-25 Little Bourke Street,Melbourne (CBD),Mrs Parma's,300,144.97199,-37.81074,"(-37.81074265, 144.9719902)"
2018,87,108567,108567,300 Russell Street,Melbourne (CBD),Jankara Karaoke,80,144.96690,-37.80952,"(-37.80951656, 144.9669038)"
2018,87,101023,101023,25 Bennetts Lane,Melbourne (CBD),Bennetts Lane Jazz Club,300,144.96756,-37.80889,"(-37.8088919, 144.9675577)"
2018,48,101109,101109,39-43 Bourke Street,Melbourne (CBD),Spleen Central,100,144.97205,-37.81194,"(-37.81193549, 144.9720477)"
2018,48,503031,503031,19-23 Meyers Place,Melbourne (CBD),Loop Project Space & Bar,152,144.97211,-37.81215,"(-37.81215229, 144.972108)"
2018,48,101113,101113,59-63 Bourke Street,Melbourne (CBD),Club Asuka,150,144.97157,-37.81213,"(-37.81212563, 144.9715656)"
2018,78,103618,103618,242-284 Exhibition Street,Melbourne (CBD),Coopers Inn,400,144.96998,-37.80942,"(-37.80941511, 144.9699756)"
2018,48,103626,103626,114-122 Exhibition Street,Melbourne (CBD),European Bier Cafe,550,144.97120,-37.81286,"(-37.81285571, 144.971197)"
2018,48,105968,105968,62-66 Little Collins Street,Melbourne (CBD),Magic Mountain Saloon,285,144.97144,-37.81281,"(-37.81280967, 144.9714419)"
2018,115,104103,104103,34-38 Franklin Street,Melbourne (CBD),Captain Melville,355,144.96162,-37.80752,"(-37.80752193, 144.9616202)"
2018,37,102158,102158,86-88 Collins Street,Melbourne (CBD),Collins Quarter,290,144.97058,-37.81394,"(-37.81393792, 144.9705844)"
2018,17,103928,103928,133-135 Flinders Lane,Melbourne (CBD),Meatball & Wine Bar,110,144.97016,-37.81573,"(-37.81573307, 144.9701589)"
2018,57,106433,106433,18-24 Market Lane,Melbourne (CBD),Ding Dong Lounge,300,144.96940,-37.81175,"(-37.81175109, 144.9694035)"
2018,57,101217,101217,124-128 Bourke Street,Melbourne (CBD),Welcome Stranger,350,144.96926,-37.81207,"(-37.81207135, 144.9692644)"
2018,57,101212,101212,152-158 Bourke Street,Melbourne (CBD),Charltons Entertainment Complex / Roxanne Bar,1500,144.96852,-37.81208,"(-37.81207819, 144.9685177)"
2018,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Heartbreaker,170,144.96764,-37.81098,"(-37.81098245, 144.9676439)"
2018,17,103925,103925,121-123 Flinders Lane,Melbourne (CBD),Sake Restaurant and Bar,350,144.97051,-37.81567,"(-37.81566963, 144.9705136)"
2018,17,103922,103922,95-101 Flinders Lane,Melbourne (CBD),Garden State Hotel,840,144.97110,-37.81553,"(-37.81552915, 144.9710987)"
2018,77,108573,108573,270 Russell Street,Melbourne (CBD),Whisky and Alement,90,144.96716,-37.81011,"(-37.81011058, 144.9671579)"
2018,57,101221,101221,94-96 Bourke Street,Melbourne (CBD),The Elephant and Wheelbarrow,450,144.97024,-37.81191,"(-37.81191319, 144.9702436)"
2018,57,101216,101216,21-25 Croft Alley,Melbourne (CBD),The Croft Institute,250,144.96909,-37.81206,"(-37.81206289, 144.9690875)"
2018,17,574438,574438,84-94 Flinders Street,Melbourne (CBD),Eau-De-Vie,150,144.97169,-37.81584,"(-37.81583901, 144.971687)"
2018,58,105657,105657,21 Liverpool Street,Melbourne (CBD),Double Happiness Bar / New Gold Mountain,164,144.97126,-37.81118,"(-37.81118096, 144.9712641)"
2018,57,101214,101214,146-150 Bourke Street,Melbourne (CBD),FM Karaoke Bar,100,144.96874,-37.81236,"(-37.81235602, 144.9687424)"
2018,27,102064,102064,69-73 Collins Street,Melbourne (CBD),Harley House,210,144.97135,-37.81434,"(-37.81434446, 144.9713492)"
2018,87,106059,106059,100 Little Lonsdale Street,Melbourne (CBD),Gami Chicken and Beer,73,144.96872,-37.80914,"(-37.80913618, 144.9687197)"
2018,95,109314,109314,401-405 Swanston Street,Melbourne (CBD),Red Love Bar Musicroom,360,144.96322,-37.80904,"(-37.80904299, 144.9632177)"
2018,17,103592,103592,11-37 Exhibition Street,Melbourne (CBD),The Fair Trader Cafe,118,144.97173,-37.81546,"(-37.81546136, 144.9717264)"
2018,17,103926,103926,125-127 Flinders Lane,Melbourne (CBD),GoGo Bar,300,144.97040,-37.81569,"(-37.81568854, 144.9703999)"
2018,67,105675,105675,113 Lonsdale Street,Melbourne (CBD),Seamstress,160,144.96901,-37.81057,"(-37.81056542, 144.9690111)"
2018,67,102198,102198,22-26 Corrs Lane,Melbourne (CBD),Gr8 Bar,50,144.96832,-37.81100,"(-37.81099753, 144.9683243)"
